epoch,accuracy,loss,val_accuracy,val_loss
0,0.23025640845298767,1.7833746671676636,0.31045082211494446,1.6682261228561401
1,0.34358975291252136,1.6155478954315186,0.41803279519081116,1.4419821500778198
2,0.41564103960990906,1.4679756164550781,0.4241803288459778,1.4049203395843506
3,0.47410255670547485,1.3424808979034424,0.4036885201931,1.5791301727294922
4,0.4930769205093384,1.2891767024993896,0.46311476826667786,1.361747145652771
5,0.5284615159034729,1.2312064170837402,0.48463115096092224,1.3136756420135498
6,0.5561538338661194,1.1512194871902466,0.45696720480918884,1.4696826934814453
7,0.5782051086425781,1.0875425338745117,0.5112704634666443,1.3016066551208496
8,0.6264102458953857,1.001960277557373,0.4682376980781555,1.439802646636963
9,0.6507692337036133,0.9316909313201904,0.4487704932689667,1.4867547750473022
10,0.6853846311569214,0.8423283696174622,0.4723360538482666,1.5378179550170898
11,0.7128205299377441,0.7798253893852234,0.4856557250022888,1.5119754076004028
12,0.7494871616363525,0.7005892395973206,0.4415983557701111,1.798689603805542
13,0.7769230604171753,0.619053065776825,0.49487704038619995,1.5673340559005737
14,0.7969231009483337,0.5661391019821167,0.4764344394207001,1.601847767829895
