epoch,accuracy,loss,val_accuracy,val_loss
0,0.1943589746952057,1.9066791534423828,0.24077868461608887,1.7418099641799927
1,0.29307693243026733,1.6802011728286743,0.2715163826942444,1.6524683237075806
2,0.3617948591709137,1.575474500656128,0.3432376980781555,1.555535078048706
3,0.3879487216472626,1.488118290901184,0.44569671154022217,1.381073236465454
4,0.40871796011924744,1.465136170387268,0.4436475336551666,1.3790241479873657
5,0.4438461661338806,1.4188047647476196,0.4446721374988556,1.3932920694351196
6,0.4420512914657593,1.388588547706604,0.4518442749977112,1.3854831457138062
7,0.4556410312652588,1.369104266166687,0.4784836173057556,1.3311598300933838
8,0.4735897481441498,1.3435337543487549,0.47438523173332214,1.3333908319473267
9,0.4769230782985687,1.3331209421157837,0.4549180269241333,1.3365458250045776
10,0.4841025769710541,1.2905006408691406,0.44672131538391113,1.3897669315338135
11,0.49717947840690613,1.2821015119552612,0.4610655605792999,1.3733415603637695
12,0.5123077034950256,1.2534043788909912,0.48053279519081116,1.2989548444747925
13,0.5041025876998901,1.2578343152999878,0.4764344394207001,1.3208950757980347
14,0.5292307734489441,1.2040152549743652,0.47336065769195557,1.3703389167785645
15,0.5279487371444702,1.1920061111450195,0.4928278625011444,1.276828646659851
16,0.5402563810348511,1.1801425218582153,0.5092213153839111,1.2792322635650635
17,0.5484615564346313,1.1669914722442627,0.4959016442298889,1.258141040802002
18,0.563076913356781,1.151114821434021,0.5040983557701111,1.2887755632400513
19,0.5641025900840759,1.1214359998703003,0.4661885201931,1.387634038925171
20,0.5638461709022522,1.1112778186798096,0.5112704634666443,1.2545664310455322
21,0.5748717784881592,1.089084506034851,0.5348360538482666,1.266971468925476
22,0.5941025614738464,1.058790922164917,0.5163934230804443,1.2712604999542236
23,0.6066666841506958,1.0360162258148193,0.5266393423080444,1.2588872909545898
24,0.6187179684638977,0.9986290335655212,0.4959016442298889,1.365298867225647
25,0.617435872554779,0.9950817823410034,0.5245901346206665,1.2760802507400513
26,0.6189743876457214,0.9795339703559875,0.5174180269241333,1.2677099704742432
27,0.6287179589271545,0.9691325426101685,0.4518442749977112,1.559122085571289
28,0.6494871973991394,0.9306864142417908,0.49795082211494446,1.4682717323303223
29,0.6517948508262634,0.915164053440094,0.5235655903816223,1.285635232925415
