epoch,accuracy,loss,val_accuracy,val_loss
0,0.6246153712272644,0.9924693703651428,0.5901639461517334,1.1248782873153687
1,0.6233333349227905,0.987917423248291,0.5368852615356445,1.2299350500106812
2,0.6271795034408569,0.9863073825836182,0.5829917788505554,1.1422117948532104
3,0.6328204870223999,0.9632635712623596,0.5645492076873779,1.1863330602645874
4,0.6428205370903015,0.9698299765586853,0.5706967115402222,1.21278715133667
5,0.6420512795448303,0.9531016945838928,0.5491803288459778,1.1985013484954834
6,0.6443589925765991,0.9544031620025635,0.5696721076965332,1.207573413848877
7,0.6433333158493042,0.9336583614349365,0.5604507923126221,1.22322416305542
8,0.6389743685722351,0.9481147527694702,0.5276639461517334,1.2625328302383423
9,0.6551281809806824,0.9030812382698059,0.5799180269241333,1.1822922229766846
10,0.6561538577079773,0.9167792201042175,0.5840163826942444,1.1697664260864258
11,0.6643589735031128,0.8931836485862732,0.5358606576919556,1.2940528392791748
12,0.6656410098075867,0.9146851301193237,0.5788934230804443,1.1634349822998047
13,0.6661538481712341,0.888785183429718,0.5481557250022888,1.2725306749343872
14,0.6579487323760986,0.8908632397651672,0.5481557250022888,1.2146601676940918
15,0.6656410098075867,0.8969211578369141,0.5696721076965332,1.190457820892334
16,0.6738461256027222,0.8747162818908691,0.561475396156311,1.2223842144012451
17,0.6715384721755981,0.8713088035583496,0.5676229596138,1.1673674583435059
18,0.6769230961799622,0.8584532141685486,0.5696721076965332,1.1831274032592773
19,0.6741025447845459,0.8635090589523315,0.5870901346206665,1.194145917892456
20,0.6853846311569214,0.856380045413971,0.5573770403862,1.2450639009475708
21,0.6866666674613953,0.8266398906707764,0.5737704634666443,1.2735587358474731
22,0.6838461756706238,0.8352078795433044,0.5358606576919556,1.3422404527664185
23,0.6930769085884094,0.826392412185669,0.5532786846160889,1.2948243618011475
24,0.6935897469520569,0.8151641488075256,0.568647563457489,1.378800630569458
25,0.6994871497154236,0.8137052059173584,0.5901639461517334,1.2319626808166504
26,0.6982051134109497,0.794560432434082,0.5850409865379333,1.1926804780960083
27,0.7082051038742065,0.8000749945640564,0.5963114500045776,1.1827166080474854
28,0.6992307901382446,0.8061201572418213,0.5532786846160889,1.2511783838272095
29,0.6984615325927734,0.7904927134513855,0.563524603843689,1.2694213390350342
